id_localidade,cep_prefix,cidade,estado,lat,lng,fl_sp_capital
1,1001,sao paulo,SP,-23.55019,-46.634024,S
2,1002,sao paulo,SP,-23.548146,-46.634979,S
3,1003,sao paulo,SP,-23.548994,-46.635731,S
4,1004,sao paulo,SP,-23.549799,-46.634757,S
5,1005,sao paulo,SP,-23.549456,-46.636733,S
6,1006,sao paulo,SP,-23.550102,-46.636137,S
7,1007,sao paulo,SP,-23.550046,-46.637251,S
8,1008,sao paulo,SP,-23.546002,-46.635886,S
9,1009,sao paulo,SP,-23.546835,-46.636491,S
10,1010,sao paulo,SP,-23.546389,-46.635226,S
11,1011,sao paulo,SP,-23.546909,-46.635582,S
12,1012,sao paulo,SP,-23.54779,-46.634859,S
13,1013,sao paulo,SP,-23.547142,-46.634236,S
14,1014,sao paulo,SP,-23.545913,-46.633615,S
15,1015,sao paulo,SP,-23.547666,-46.631559,S
16,1016,são paulo,SP,-23.548976,-46.632352,N
17,1017,sao paulo,SP,-23.549531,-46.631024,S
18,1018,são paulo,SP,-23.550929,-46.632431,N
19,1019,sao paulo,SP,-23.551774,-46.630893,S
20,1020,sao paulo,SP,-23.552336,-46.63005,S
21,1021,sao paulo,SP,-23.543,-46.632143,S
22,1022,sao paulo,SP,-23.544922,-46.631931,S
23,1023,são paulo,SP,-23.542331,-46.631373,N
24,1024,sao paulo,SP,-23.541401,-46.629904,S
25,1025,são paulo,SP,-23.540292,-46.630928,N
26,1026,sao paulo,SP,-23.539657,-46.631884,S
27,1027,são paulo,SP,-23.538082,-46.630669,N
28,1028,sao paulo,SP,-23.535933,-46.633555,S
29,1029,sao paulo,SP,-23.541373,-46.633416,S
30,1030,são paulo,SP,-23.539549,-46.633023,N
31,1031,sao paulo,SP,-23.541906,-46.635088,S
32,1032,sao paulo,SP,-23.540124,-46.635194,S
33,1033,sao paulo,SP,-23.539271,-46.635878,S
34,1034,sao paulo,SP,-23.542515,-46.637367,S
35,1035,sao paulo,SP,-23.541614,-46.641549,S
36,1036,sao paulo,SP,-23.541648,-46.641443,S
37,1037,sao paulo,SP,-23.545411,-46.638924,S
38,1038,sao paulo,SP,-23.543907,-46.639994,S
39,1039,sao paulo,SP,-23.541371,-46.639165,S
40,1040,sao paulo,SP,-23.541028,-46.638325,S
41,1041,sao paulo,SP,-23.543905,-46.640046,S
42,1042,sao paulo,SP,-23.544853,-46.64041,S
43,1043,são paulo,SP,-23.545766,-46.641502,N
44,1044,sao paulo,SP,-23.545598,-46.641453,S
45,1045,sao paulo,SP,-23.542345,-46.642527,S
46,1046,sao paulo,SP,-23.54593,-46.643998,S
47,1047,sao paulo,SP,-23.546188,-46.641067,S
48,1048,sao paulo,SP,-23.547113,-46.63984,S
49,1049,sao paulo,SP,-23.547011,-46.639166,S
50,1050,sao paulo,SP,-23.549229,-46.64303,S
51,1101,sao paulo,SP,-23.528287,-46.631958,S
52,1102,sao paulo,SP,-23.525571,-46.630287,S
53,1103,são paulo,SP,-23.535468,-46.630291,N
54,1104,sao paulo,SP,-23.534952,-46.62957,S
55,1105,sao paulo,SP,-23.534094,-46.629078,S
56,1106,sao paulo,SP,-23.530221,-46.628221,S
57,1107,sao paulo,SP,-23.526088,-46.62959,S
58,1108,sao paulo,SP,-23.527232,-46.630354,S
59,1109,sao paulo,SP,-23.524625,-46.627103,S
60,1120,sao paulo,SP,-23.530163,-46.639511,S
61,1121,sao paulo,SP,-23.527867,-46.635257,S
62,1122,sao paulo,SP,-23.531131,-46.638325,S
63,1123,sao paulo,SP,-23.529165,-46.636582,S
64,1124,sao paulo,SP,-23.528221,-46.633095,S
65,1125,sao paulo,SP,-23.527288,-46.640164,S
66,1126,sao paulo,SP,-23.527067,-46.639153,S
67,1127,sao paulo,SP,-23.525481,-46.641595,S
68,1128,sao paulo,SP,-23.523787,-46.64221,S
69,1129,sao paulo,SP,-23.524051,-46.645073,S
70,1130,sao paulo,SP,-23.524831,-46.64493,S
71,1131,sao paulo,SP,-23.52238,-46.643108,S
72,1132,sao paulo,SP,-23.52154,-46.648739,S
73,1133,sao paulo,SP,-23.520424,-46.653322,S
74,1134,sao paulo,SP,-23.5189,-46.65269,S
75,1135,sao paulo,SP,-23.52619,-46.65097,S
76,1136,sao paulo,SP,-23.523987,-46.661351,S
77,1137,sao paulo,SP,-23.522851,-46.652809,S
78,1138,sao paulo,SP,-23.522456,-46.655254,S
79,1139,sao paulo,SP,-23.520725,-46.665939,S
80,1140,sao paulo,SP,-23.520438,-46.669237,S
81,1141,sao paulo,SP,-23.52031,-46.666439,S
82,1142,sao paulo,SP,-23.519934,-46.62513,S
83,1144,sao paulo,SP,-23.523573,-46.672425,S
84,1150,sao paulo,SP,-23.532953,-46.658246,S
85,1151,sao paulo,SP,-23.531642,-46.656289,S
86,1152,sao paulo,SP,-23.529885,-46.655276,S
87,1153,são paulo,SP,-23.529931,-46.653549,N
88,1154,sao paulo,SP,-23.530536,-46.659296,S
89,1155,sao paulo,SP,-23.529073,-46.66332,S
90,1156,sao paulo,SP,-23.528921,-46.666437,S
91,1189,sao paulo,SP,-23.532108,-46.638395,S
92,1200,sao paulo,SP,-23.531568,-46.649869,S
93,1201,sao paulo,SP,-23.536083,-46.649539,S
94,1202,sao paulo,SP,-23.533743,-46.64828,S
95,1203,sao paulo,SP,-23.535965,-46.6453,S
96,1204,sao paulo,SP,-23.535993,-46.64409,S
97,1205,sao paulo,SP,-23.536491,-46.642642,S
98,1206,são paulo,SP,-23.535864,-46.642819,N
99,1207,sao paulo,SP,-23.539176,-46.638654,S
100,1208,sao paulo,SP,-23.53866,-46.638982,S
101,1209,sao paulo,SP,-23.540695,-46.641583,S
102,1210,sao paulo,SP,-23.540039,-46.642091,S
103,1211,sao paulo,SP,-23.537577,-46.648838,S
104,1212,sao paulo,SP,-23.538269,-46.639423,S
105,1213,sao paulo,SP,-23.536501,-46.640361,S
106,1214,sao paulo,SP,-23.538842,-46.64523,S
107,1215,sao paulo,SP,-23.536167,-46.647542,S
108,1216,sao paulo,SP,-23.533128,-46.647834,S
109,1217,sao paulo,SP,-23.532658,-46.648884,S
110,1218,sao paulo,SP,-23.53125,-46.648325,S
111,1219,são paulo,SP,-23.541289,-46.645699,N
112,1220,sao paulo,SP,-23.544514,-46.64604,S
113,1221,sao paulo,SP,-23.544868,-46.648282,S
114,1222,sao paulo,SP,-23.545945,-46.649369,S
115,1223,sao paulo,SP,-23.544088,-46.648582,S
116,1224,sao paulo,SP,-23.541779,-46.652422,S
117,1225,sao paulo,SP,-23.539786,-46.649139,S
118,1226,sao paulo,SP,-23.53801,-46.652719,S
119,1227,sao paulo,SP,-23.546202,-46.658385,S
120,1228,sao paulo,SP,-23.545189,-46.657611,S
121,1229,sao paulo,SP,-23.538902,-46.657291,S
122,1230,sao paulo,SP,-23.53631,-46.657112,S
123,1231,sao paulo,SP,-23.53695,-46.659256,S
124,1232,sao paulo,SP,-23.536428,-46.657426,S
125,1233,sao paulo,SP,-23.536247,-46.661665,S
126,1234,sao paulo,SP,-23.53969,-46.664244,S
127,1235,são paulo,SP,-23.536714,-46.664666,N
128,1236,sao paulo,SP,-23.54355,-46.667419,S
129,1237,sao paulo,SP,-23.543234,-46.668724,S
130,1238,sao paulo,SP,-23.542571,-46.654243,S
131,1239,sao paulo,SP,-23.543095,-46.631059,S
132,1240,sao paulo,SP,-23.543792,-46.658544,S
133,1241,sao paulo,SP,-23.545525,-46.65784,S
134,1242,sao paulo,SP,-23.546507,-46.658502,S
135,1243,sao paulo,SP,-23.54812,-46.659192,S
136,1244,sao paulo,SP,-23.562049,-46.65959,S
137,1245,sao paulo,SP,-23.549476,-46.663821,S
138,1246,sao paulo,SP,-23.553481,-46.666318,S
139,1247,são paulo,SP,-23.550638,-46.668656,N
140,1248,sao paulo,SP,-23.547913,-46.668026,S
141,1249,sao paulo,SP,-23.54842,-46.67122,S
142,1250,são paulo,SP,-23.54764,-46.671973,N
143,1251,sao paulo,SP,-23.548375,-46.674846,S
144,1252,sao paulo,SP,-23.541754,-46.678934,S
145,1253,sao paulo,SP,-23.544929,-46.679165,S
146,1254,são paulo,SP,-23.543337,-46.680852,N
147,1255,sao paulo,SP,-23.54637,-46.681542,S
148,1256,sao paulo,SP,-23.547773,-46.682838,S
149,1257,sao paulo,SP,-23.54361,-46.687839,S
150,1258,sao paulo,SP,-23.544037,-46.686851,S
151,1259,sao paulo,SP,-23.541419,-46.685304,S
152,1262,sao paulo,SP,-23.550856,-46.677352,S
153,1290,são paulo,SP,-23.540961,-46.657749,N
154,1301,sao paulo,SP,-23.549329,-46.65089,S
155,1302,sao paulo,SP,-23.549003,-46.649552,S
156,1303,sao paulo,SP,-23.549506,-46.648433,S
157,1304,sao paulo,SP,-23.554056,-46.655202,S
158,1305,sao paulo,SP,-23.552623,-46.652538,S
159,1306,sao paulo,SP,-23.553785,-46.649605,S
160,1307,sao paulo,SP,-23.552778,-46.653208,S
161,1308,sao paulo,SP,-23.555981,-46.653311,S
162,1309,sao paulo,SP,-23.555493,-46.658452,S
163,1310,sao paulo,SP,-23.561653,-46.656021,S
164,1311,sao paulo,SP,-23.564505,-46.652793,S
165,1312,sao paulo,SP,-23.554794,-46.649615,S
166,1313,sao paulo,SP,-23.556112,-46.650574,S
167,1314,sao paulo,SP,-23.552641,-46.645204,S
168,1315,sao paulo,SP,-23.55409,-46.640389,S
169,1316,sao paulo,SP,-23.552955,-46.639433,S
170,1317,sao paulo,SP,-23.556238,-46.64006,S
171,1318,sao paulo,SP,-23.559448,-46.642413,S
172,1319,sao paulo,SP,-23.551882,-46.640728,S
173,1320,sao paulo,SP,-23.557955,-46.639347,S
174,1321,sao paulo,SP,-23.562129,-46.641919,S
175,1322,sao paulo,SP,-23.563172,-46.643456,S
176,1323,sao paulo,SP,-23.565735,-46.641478,S
177,1324,são paulo,SP,-23.555215,-46.643151,N
178,1325,são paulo,SP,-23.55739,-46.644458,N
179,1326,sao paulo,SP,-23.556539,-46.64544,S
180,1327,sao paulo,SP,-23.565113,-46.644945,S
181,1328,sao paulo,SP,-23.555993,-46.646795,S
182,1329,sao paulo,SP,-23.561978,-46.647281,S
183,1330,sao paulo,SP,-23.559038,-46.649459,S
184,1331,sao paulo,SP,-23.562664,-46.649997,S
185,1332,sao paulo,SP,-23.559569,-46.652452,S
186,1333,sao paulo,SP,-23.566435,-46.647564,S
187,1401,sao paulo,SP,-23.575807,-46.658655,S
188,1402,sao paulo,SP,-23.574837,-46.657392,S
189,1403,sao paulo,SP,-23.568755,-46.653409,S
190,1404,sao paulo,SP,-23.568545,-46.65578,S
191,1405,sao paulo,SP,-23.564763,-46.655138,S
192,1406,sao paulo,SP,-23.574814,-46.670299,S
193,1407,sao paulo,SP,-23.576112,-46.671392,S
194,1408,sao paulo,SP,-23.567112,-46.660813,S
195,1409,são paulo,SP,-23.561461,-46.658262,N
196,1410,são paulo,SP,-23.562831,-46.660925,N
197,1411,sao paulo,SP,-23.564248,-46.66406,S
198,1412,sao paulo,SP,-23.563652,-46.666024,S
199,1413,sao paulo,SP,-23.561815,-46.664034,S
200,1414,sao paulo,SP,-23.559623,-46.663496,S
201,1415,sao paulo,SP,-23.556092,-46.660462,S
202,1416,sao paulo,SP,-23.560693,-46.667689,S
203,1417,sao paulo,SP,-23.552779,-46.633932,S
204,1418,sao paulo,SP,-23.564116,-46.655272,S
205,1419,sao paulo,SP,-23.563542,-46.65595,S
206,1420,sao paulo,SP,-23.563435,-46.657916,S
207,1421,sao paulo,SP,-23.563299,-46.660154,S
208,1422,sao paulo,SP,-23.563962,-46.661132,S
209,1423,sao paulo,SP,-23.569145,-46.657348,S
210,1424,sao paulo,SP,-23.568041,-46.661399,S
211,1425,sao paulo,SP,-23.572899,-46.659247,S
212,1426,sao paulo,SP,-23.56586,-46.666032,S
213,1427,sao paulo,SP,-23.571045,-46.664069,S
214,1428,sao paulo,SP,-23.573939,-46.662326,S
215,1429,sao paulo,SP,-23.576384,-46.6629,S
216,1430,são paulo,SP,-23.65614,-46.662502,N
217,1431,sao paulo,SP,-23.620389,-46.664768,S
218,1432,sao paulo,SP,-23.576486,-46.665786,S
219,1433,sao paulo,SP,-23.578407,-46.668373,S
220,1434,sao paulo,SP,-23.574647,-46.672377,S
221,1435,sao paulo,SP,-23.579322,-46.670179,S
222,1436,sao paulo,SP,-23.572455,-46.667989,S
223,1437,são paulo,SP,-23.572141,-46.671503,N
224,1438,são paulo,SP,-23.569804,-46.672265,N
225,1439,sao paulo,SP,-23.566289,-46.673571,S
226,1440,sao paulo,SP,-23.568289,-46.67817,S
227,1441,sao paulo,SP,-23.570604,-46.683732,S
228,1442,são paulo,SP,-23.566531,-46.678616,N
229,1443,sao paulo,SP,-23.568269,-46.684508,S
230,1444,sao paulo,SP,-23.573236,-46.687527,S
231,1445,sao paulo,SP,-23.571038,-46.688068,S
232,1446,são paulo,SP,-23.575584,-46.675499,N
233,1447,sao paulo,SP,-23.572787,-46.678886,S
234,1448,sao paulo,SP,-23.578238,-46.679823,S
235,1449,sao paulo,SP,-23.576117,-46.679957,S
236,1450,sao paulo,SP,-23.576453,-46.685185,S
237,1451,sao paulo,SP,-23.577436,-46.68699,S
238,1452,sao paulo,SP,-23.574996,-46.688879,S
239,1453,são paulo,SP,-23.584059,-46.686376,N
240,1454,são paulo,SP,-23.582377,-46.686703,N
241,1455,sao paulo,SP,-23.580554,-46.691121,S
242,1456,sao paulo,SP,-23.57684,-46.690987,S
243,1457,sao paulo,SP,-23.575238,-46.692704,S
244,1472,sao paulo,SP,-23.570544,-46.691297,S
245,1489,sao paulo,SP,-23.57665,-46.6874,S
246,1501,sao paulo,SP,-23.552469,-46.635485,S
247,1502,sao paulo,SP,-23.554606,-46.635493,S
248,1503,sao paulo,SP,-23.557709,-46.636769,S
249,1504,sao paulo,SP,-23.566861,-46.639505,S
250,1505,sao paulo,SP,-23.555268,-46.631825,S
251,1506,sao paulo,SP,-23.559559,-46.635032,S
252,1507,são paulo,SP,-23.558146,-46.631766,N
253,1508,sao paulo,SP,-23.561424,-46.63583,S
254,1509,sao paulo,SP,-23.56701,-46.635798,S
255,1510,sao paulo,SP,-23.557602,-46.633615,S
256,1511,sao paulo,SP,-23.561457,-46.632948,S
257,1512,sao paulo,SP,-23.553717,-46.629499,S
258,1513,sao paulo,SP,-23.548914,-46.603845,S
259,1514,sao paulo,SP,-23.554378,-46.628338,S
260,1516,sao paulo,SP,-23.559073,-46.61548,S
261,1517,sao paulo,SP,-23.559613,-46.624003,S
262,1518,sao paulo,SP,-23.559209,-46.623187,S
263,1519,sao paulo,SP,-23.560926,-46.624757,S
264,1520,sao paulo,SP,-23.559378,-46.620164,S
265,1521,sao paulo,SP,-23.561174,-46.621509,S
266,1522,são paulo,SP,-23.55992,-46.615982,N
267,1523,sao paulo,SP,-23.564203,-46.616897,S
268,1524,sao paulo,SP,-23.567783,-46.613401,S
269,1525,sao paulo,SP,-23.564029,-46.634954,S
270,1526,sao paulo,SP,-23.565952,-46.630944,S
271,1527,sao paulo,SP,-23.562439,-46.629192,S
272,1528,sao paulo,SP,-23.56477,-46.627166,S
273,1529,sao paulo,SP,-23.568439,-46.634555,S
274,1530,sao paulo,SP,-23.568944,-46.630089,S
275,1531,sao paulo,SP,-23.570761,-46.632425,S
276,1532,sao paulo,SP,-23.570534,-46.636112,S
277,1533,sao paulo,SP,-23.571168,-46.638365,S
278,1534,sao paulo,SP,-23.567544,-46.626085,S
279,1535,sao paulo,SP,-23.572433,-46.625241,S
280,1536,sao paulo,SP,-23.569032,-46.623436,S
281,1537,são paulo,SP,-23.574423,-46.623137,N
282,1538,sao paulo,SP,-23.576313,-46.623629,S
283,1539,sao paulo,SP,-23.571153,-46.620436,S
284,1540,sao paulo,SP,-23.565851,-46.622582,S
285,1541,sao paulo,SP,-23.569253,-46.618617,S
286,1542,sao paulo,SP,-23.571066,-46.62406,S
287,1543,sao paulo,SP,-23.573721,-46.623872,S
288,1544,sao paulo,SP,-23.577255,-46.621632,S
289,1545,sao paulo,SP,-23.580974,-46.61831,S
290,1546,sao paulo,SP,-23.579039,-46.621956,S
291,1547,sao paulo,SP,-23.582994,-46.621127,S
292,1548,são paulo,SP,-23.576927,-46.613421,N
293,1549,sao paulo,SP,-23.576318,-46.615587,S
294,1550,são paulo,SP,-23.573057,-46.616151,N
295,1551,sao paulo,SP,-23.572738,-46.61268,S
296,1552,sao paulo,SP,-23.569491,-46.611322,S
297,1553,sao paulo,SP,-23.574488,-46.609198,S
298,2009,sao paulo,SP,-23.515799,-46.641139,S
299,2010,sao paulo,SP,-23.510562,-46.626355,S
300,2011,sao paulo,SP,-23.504385,-46.626621,S
301,2012,sao paulo,SP,-23.513066,-46.631968,S
302,2013,são paulo,SP,-23.502206,-46.633115,N
303,2016,são paulo,SP,-23.503985,-46.625672,N
304,2017,sao paulo,SP,-23.500743,-46.634695,S
305,2018,sao paulo,SP,-23.495704,-46.629707,S
306,2019,sao paulo,SP,-23.498263,-46.629652,S
307,2020,sao paulo,SP,-23.496469,-46.633293,S
308,2021,sao paulo,SP,-23.498309,-46.635886,S
309,2022,sao paulo,SP,-23.504074,-46.637671,S
310,2028,sao paulo,SP,-23.508703,-46.618337,S
311,2029,sao paulo,SP,-23.509362,-46.619344,S
312,2030,sao paulo,SP,-23.505871,-46.624683,S
313,2031,sao paulo,SP,-23.510063,-46.625778,S
314,2032,são paulo,SP,-23.511068,-46.62385,N
315,2033,sao paulo,SP,-23.4999,-46.61505,S
316,2034,sao paulo,SP,-23.504073,-46.624144,S
317,2035,sao paulo,SP,-23.496211,-46.622825,S
318,2036,sao paulo,SP,-23.501744,-46.620803,S
319,2037,são paulo,SP,-23.499718,-46.620555,N
320,2038,sao paulo,SP,-23.495238,-46.624162,S
321,2039,sao paulo,SP,-23.493025,-46.621603,S
322,2040,sao paulo,SP,-23.48966,-46.622572,S
323,2041,sao paulo,SP,-23.490626,-46.62308,S
324,2042,sao paulo,SP,-23.494234,-46.616377,S
325,2043,sao paulo,SP,-23.489943,-46.616124,S
326,2044,sao paulo,SP,-23.495725,-46.618788,S
327,2045,sao paulo,SP,-23.496146,-46.616403,S
328,2046,sao paulo,SP,-23.49228,-46.611769,S
329,2047,sao paulo,SP,-23.517216,-46.618674,S
330,2049,são paulo,SP,-23.514167,-46.617366,N
331,2050,são paulo,SP,-23.517344,-46.612135,N
332,2051,sao paulo,SP,-23.509988,-46.607764,S
333,2052,são paulo,SP,-23.512974,-46.607784,N
334,2053,sao paulo,SP,-23.513228,-46.602793,S
335,2054,sao paulo,SP,-23.517196,-46.606699,S
336,2055,sao paulo,SP,-23.51403,-46.607126,S
337,2056,são paulo,SP,-23.512302,-46.602788,N
338,2060,sao paulo,SP,-23.519005,-46.602861,S
339,2064,sao paulo,SP,-23.517677,-46.597965,S
340,2065,sao paulo,SP,-23.507711,-46.605369,S
341,2066,sao paulo,SP,-23.508643,-46.605296,S
342,2067,são paulo,SP,-23.50672,-46.603653,N
343,2068,são paulo,SP,-23.505133,-46.612375,N
344,2069,sao paulo,SP,-23.505534,-46.613928,S
345,2071,sao paulo,SP,-23.504279,-46.606428,S
346,2072,sao paulo,SP,-23.500165,-46.604055,S
347,2073,sao paulo,SP,-23.501832,-46.607134,S
348,2074,sao paulo,SP,-23.50522,-46.600448,S
349,2075,sao paulo,SP,-23.505454,-46.602327,S
350,2076,sao paulo,SP,-23.504661,-46.599098,S
351,2077,são paulo,SP,-23.502316,-46.597294,N
352,2078,sao paulo,SP,-23.502248,-46.59561,S
353,2079,sao paulo,SP,-23.499288,-46.605785,S
354,2080,sao paulo,SP,-23.49767,-46.605362,S
355,2081,são paulo,SP,-23.495841,-46.604699,N
356,2082,sao paulo,SP,-23.494597,-46.607167,S
357,2083,sao paulo,SP,-23.495321,-46.597936,S
358,2084,sao paulo,SP,-23.497275,-46.599743,S
359,2085,sao paulo,SP,-23.497953,-46.612968,S
360,2088,sao paulo,SP,-23.50424,-46.620742,S
361,2089,sao paulo,SP,-23.517094,-46.616673,S
362,2110,sao paulo,SP,-23.519097,-46.595539,S
363,2111,sao paulo,SP,-23.517643,-46.592757,S
364,2112,sao paulo,SP,-23.517449,-46.590451,S
365,2113,sao paulo,SP,-23.51772,-46.589227,S
366,2114,sao paulo,SP,-23.522318,-46.590615,S
367,2115,sao paulo,SP,-23.52659,-46.591693,S
368,2116,sao paulo,SP,-23.520111,-46.58524,S
369,2117,sao paulo,SP,-23.518655,-46.59366,S
370,2118,são paulo,SP,-23.515007,-46.592775,N
371,2119,sao paulo,SP,-23.512208,-46.592639,S
372,2120,sao paulo,SP,-23.510824,-46.593886,S
373,2121,sao paulo,SP,-23.512229,-46.589683,S
374,2122,sao paulo,SP,-23.511966,-46.583864,S
375,2123,sao paulo,SP,-23.511838,-46.579442,S
376,2124,são paulo,SP,-23.506977,-46.577121,N
377,2125,sao paulo,SP,-23.50984,-46.586803,S
378,2126,sao paulo,SP,-23.506898,-46.591751,S
379,2127,sao paulo,SP,-23.505598,-46.587266,S
380,2128,sao paulo,SP,-23.50502,-46.593943,S
381,2129,sao paulo,SP,-23.503719,-46.588291,S
382,2130,sao paulo,SP,-23.508467,-46.583564,S
383,2131,são paulo,SP,-23.504329,-46.582509,N
384,2132,sao paulo,SP,-23.501321,-46.577657,S
385,2133,sao paulo,SP,-23.499081,-46.584725,S
386,2134,são paulo,SP,-23.498613,-46.579786,N
387,2135,sao paulo,SP,-23.497932,-46.584612,S
388,2136,sao paulo,SP,-23.498754,-46.582377,S
389,2137,sao paulo,SP,-23.497953,-46.576119,S
390,2138,sao paulo,SP,-23.493464,-46.574517,S
391,2139,são paulo,SP,-23.490468,-46.57353,N
392,2140,sao paulo,SP,,,S
393,2141,sao paulo,SP,-23.488987,-46.570653,S
394,2142,sao paulo,SP,-23.510199,-46.576718,S
395,2143,sao paulo,SP,-23.507217,-46.574967,S
396,2144,sao paulo,SP,-23.503696,-46.570756,S
397,2145,sao paulo,SP,-23.502357,-46.566259,S
398,2146,sao paulo,SP,-23.500957,-46.570882,S
399,2147,são paulo,SP,-23.498362,-46.565167,N
400,2150,sao paulo,SP,-23.494035,-46.568633,S
401,2151,sao paulo,SP,-23.496963,-46.569553,S
402,2152,sao paulo,SP,-23.497361,-46.572232,S
403,2161,sao paulo,SP,-23.490165,-46.569284,S
404,2162,sao paulo,SP,-23.490653,-46.562831,S
405,2166,sao paulo,SP,-23.525209,-46.584022,S
406,2167,sao paulo,SP,-23.522696,-46.58162,S
407,2168,sao paulo,SP,-23.520606,-46.579503,S
408,2169,sao paulo,SP,-23.549585,-46.6203,S
409,2170,sao paulo,SP,-23.525644,-46.577013,S
410,2174,são paulo,SP,-23.522924,-46.572425,N
411,2175,sao paulo,SP,-23.515887,-46.574892,S
412,2176,são paulo,SP,-23.513599,-46.573065,N
413,2177,sao paulo,SP,-23.508734,-46.55853,S
414,2178,sao paulo,SP,-23.521665,-46.570524,S
415,2179,sao paulo,SP,-23.52041,-46.568235,S
416,2180,são paulo,SP,-23.519211,-46.565956,N
417,2181,sao paulo,SP,-23.518687,-46.561021,S
418,2185,sao paulo,SP,-23.514699,-46.567486,S
419,2186,sao paulo,SP,-23.514056,-46.56906,S
420,2187,são paulo,SP,-23.515871,-46.56491,N
421,2188,sao paulo,SP,-23.509466,-46.566982,S
422,2189,sao paulo,SP,-23.507787,-46.567468,S
423,2190,sao paulo,SP,-23.507148,-46.563973,S
424,2201,sao paulo,SP,-23.486229,-46.592006,S
425,2202,são paulo,SP,-23.493049,-46.594815,N
426,2203,sao paulo,SP,-23.491871,-46.591348,S
427,2204,sao paulo,SP,-23.487411,-46.592162,S
428,2205,sao paulo,SP,-23.487988,-46.591194,S
429,2206,sao paulo,SP,-23.484621,-46.594045,S
430,2207,sao paulo,SP,-23.485985,-46.588189,S
431,2208,sao paulo,SP,-23.483016,-46.589519,S
432,2209,são paulo,SP,-23.485126,-46.585378,N
433,2210,sao paulo,SP,-23.48256,-46.582102,S
434,2211,são paulo,SP,-23.497399,-46.593605,N
435,2212,sao paulo,SP,-23.495647,-46.589259,S
436,2213,sao paulo,SP,-23.496166,-46.588126,S
437,2214,sao paulo,SP,-23.492851,-46.586798,S
438,2215,sao paulo,SP,-23.490759,-46.583369,S
439,2216,sao paulo,SP,-23.493058,-46.579784,S
440,2217,sao paulo,SP,-23.490354,-46.580176,S
441,2218,sao paulo,SP,-23.486787,-46.584808,S
442,2219,sao paulo,SP,-23.490777,-46.585927,S
443,2220,sao paulo,SP,-23.489761,-46.577677,S
444,2221,sao paulo,SP,-23.481506,-46.58142,S
445,2222,sao paulo,SP,-23.482556,-46.575586,S
446,2223,sao paulo,SP,-23.481637,-46.580167,S
447,2224,sao paulo,SP,-23.484505,-46.573774,S
448,2225,sao paulo,SP,-23.482722,-46.575107,S
449,2226,sao paulo,SP,-23.48013,-46.573622,S
450,2227,sao paulo,SP,-23.478725,-46.572374,S
451,2228,sao paulo,SP,-23.475496,-46.571542,S
452,2229,sao paulo,SP,-23.476573,-46.56882,S
453,2230,sao paulo,SP,-23.483775,-46.563659,S
454,2231,sao paulo,SP,-23.476876,-46.565263,S
455,2232,sao paulo,SP,-23.475701,-46.563973,S
456,2233,sao paulo,SP,-23.477656,-46.564577,S
457,2234,sao paulo,SP,-23.478539,-46.569545,S
458,2235,sao paulo,SP,-23.479333,-46.57594,S
459,2236,sao paulo,SP,-23.472603,-46.56816,S
460,2237,sao paulo,SP,-23.513121,-46.586472,S
461,2238,são paulo,SP,-23.471205,-46.571583,N
462,2239,sao paulo,SP,-23.485303,-46.60906,S
463,2240,sao paulo,SP,-23.477886,-46.602212,S
464,2241,sao paulo,SP,-23.490669,-46.607439,S
465,2242,sao paulo,SP,-23.487615,-46.603991,S
466,2243,são paulo,SP,-23.491618,-46.603869,N
467,2244,sao paulo,SP,-23.488515,-46.604866,S
468,2245,sao paulo,SP,-23.484777,-46.606594,S
469,2246,sao paulo,SP,-23.488712,-46.601687,S
470,2247,sao paulo,SP,-23.486067,-46.601242,S
471,2248,sao paulo,SP,-23.483179,-46.599433,S
472,2249,sao paulo,SP,-23.488876,-46.597089,S
473,2250,sao paulo,SP,-23.486517,-46.596216,S
474,2251,são paulo,SP,-23.477521,-46.59034,N
475,2252,sao paulo,SP,-23.478744,-46.588317,S
476,2253,sao paulo,SP,-23.479354,-46.5955,S
477,2254,sao paulo,SP,-23.481247,-46.593405,S
478,2255,sao paulo,SP,-23.476901,-46.591938,S
479,2256,sao paulo,SP,-23.475325,-46.587214,S
480,2257,sao paulo,SP,-23.472896,-46.583177,S
481,2258,sao paulo,SP,-23.475983,-46.581905,S
482,2259,sao paulo,SP,-23.471753,-46.580965,S
483,2260,sao paulo,SP,-23.469197,-46.579609,S
484,2261,sao paulo,SP,-23.467505,-46.577296,S
485,2262,sao paulo,SP,-23.465516,-46.574829,S
486,2263,sao paulo,SP,-23.463478,-46.575808,S
487,2264,sao paulo,SP,-23.462336,-46.576559,S
488,2265,sao paulo,SP,-23.474254,-46.592025,S
489,2266,sao paulo,SP,-23.477149,-46.598187,S
490,2267,sao paulo,SP,-23.478737,-46.600736,S
491,2268,são paulo,SP,-23.469811,-46.594889,N
492,2269,são paulo,SP,-23.47208,-46.595977,N
493,2270,sao paulo,SP,-23.472488,-46.59304,S
494,2271,sao paulo,SP,-23.469699,-46.58996,S
495,2272,sao paulo,SP,-23.469254,-46.58668,S
496,2273,são paulo,SP,-23.463514,-46.586237,N
497,2274,sao paulo,SP,-23.467052,-46.587921,S
498,2275,sao paulo,SP,-23.4657,-46.590269,S
499,2276,sao paulo,SP,-23.461193,-46.584098,S
500,2277,sao paulo,SP,-23.463674,-46.581783,S
501,2278,sao paulo,SP,-23.462797,-46.579625,S
